c_id;c_capital;c_island_id;c_owner_id;c_citizens;c_resource_workers;c_tradegood_workers;c_scientists;c_level;c_tradegood1;c_tradegood2;c_tradegood3;c_tradegood4;c_resource;c_priests;c_Anz_Cities_per_Av;c_Anz_Cities_per_DB;c_Anz_Ins_per_Av;c_Avg_Anz_cities_per_Av;c_Avg_Buerger_Ges;c_Avg_Holz_Ges_verb_lag;c_Avg_Kristall_Ges_verb_lag;c_Avg_Rathauslev;c_Avg_Res_Ges_verb_lag;c_Avg_Resource_lev_per_Av;c_Avg_Resource_workers;c_Avg_Schwefel_Ges_verb_lag;c_Avg_Stein_Ges_verb_lag;c_Avg_Tradegood_lev_per_Av;c_Avg_Tradegood_workers;c_Avg_Wein_Ges_verb_lag;c_Avg_Wonder_lev_per_Av;c_Baumeister_Highscore;c_Buerger_Ges;c_Geblev;c_GovReslev;c_Holz_Ges_verb_lag;c_Holz_lagernd;c_Holz_verbaut;c_Kristall_Ges_verb_lag;c_Kristall_lagernd;c_Kristall_verbaut;c_QKWS_lagernd;c_Rathauslev;c_Res_Ges_lagernd;c_Res_Ges_verb_lag;c_Res_Ges_verbaut;c_Resworkers_Holz_Lux;c_Schwefel_Ges_verb_lag;c_Schwefel_lagernd;c_Schwefel_verbaut;c_Stein_Ges_verb_lag;c_Stein_lagernd;c_Stein_verbaut;c_Wein_Ges_verb_lag;c_Wein_lagernd;c_Wein_verbaut;d_avatar_id;d_island_id;d_gold;d_Anz_Don_per_DB;d_Avg_Don_Ges;d_Avg_Don_Saegewerk_Ges;d_Avg_Don_Wonder_Ges;d_Avg_DonH_Luxusminen_Ges;d_Avg_Holz_Ges_verb_lag_don;d_Avg_Kristall_Ges_verb_lag_don;d_Avg_Proz_Don_Anteil_Holz_von_Holz_Ges_verb_lag;d_Avg_Proz_Don_Anteil_Kristall_von_Kristall_Ges_verb_lag;d_Avg_Proz_Don_Anteil_Schwefel_von_Schwefel_Ges_verb_lag;d_Avg_Proz_Don_Anteil_Stein_von_Stein_Ges_verb_lag;d_Avg_Proz_Don_Anteil_Wein_von_Wein_Ges_verb_lag;d_Avg_Proz_Don_von_Res_Ges;d_Avg_Res_Ges_verb_lag_don;d_Avg_Schwefel_Ges_verb_lag_don;d_Avg_Stein_Ges_verb_lag_don;d_Avg_Wein_Ges_verb_lag_don;d_Buerger_Ges_pro_Spieldauer;d_Don_Ges;d_Don_Ges_pro_Spieldauer;d_Don_pro_Buerger_Ges;d_Don_pro_City;d_Don_pro_DB;d_Don_pro_Priester;d_Don_pro_Rathauslev;d_Don_pro_Resource_Worker;d_Don_pro_Tradegood_Worker;d_Don_Saegewerk_Ges;d_Don_Saegewerk_Ges_pro_Spieldauer;d_Don_Wonder_Anteil_Kristall;d_Don_Wonder_Anteil_Schwefel;d_Don_Wonder_Anteil_Stein;d_Don_Wonder_Anteil_Wein;d_Don_Wonder_Ges;d_Don_Wonder_Ges_pro_Spieldauer;d_DonH_fuer_Kristallmine;d_DonH_fuer_Schwefelgrube;d_DonH_fuer_Steinbruch;d_DonH_fuer_Weinreben;d_DonH_Ges;d_DonH_Ges_pro_Spieldauer;d_DonH_Luxusminen_Ges;d_DonH_Luxusminen_Ges_pro_Spieldauer;d_Geblev_pro_Spieldauer;d_Holz_Ges_verb_lag_don;d_Holz_Ges_verb_lag_don_pro_Spieldauer;d_Kristall_Ges_verb_lag_don;d_Kristall_Ges_verb_lag_don_pro_Spieldauer;d_Proz_Don_Anteil_Holz_von_Holz_Ges_verb_lag;d_Proz_Don_Anteil_Kristall_von_Kristall_Ges_verb_lag;d_Proz_Don_Anteil_Schwefel_von_Schwefel_Ges_verb_lag;d_Proz_Don_Anteil_Stein_von_Stein_Ges_verb_lag;d_Proz_Don_Anteil_Wein_von_Wein_Ges_verb_lag;d_Proz_Don_von_Res_Ges;d_Rathauslev_pro_Spieldauer;d_Res_Ges_verb_lag_don;d_Res_Ges_verb_lag_don_pro_Spieldauer;d_resource_workers_pro_Spieldauer;d_Schwefel_Ges_verb_lag_don;d_Schwefel_Ges_verb_lag_don_pro_Spieldauer;d_Stein_Ges_verb_lag_don;d_Stein_Ges_verb_lag_don_pro_Spieldauer;d_tradegood_workers_pro_Spieldauer;d_Wein_Ges_verb_lag_don;d_Wein_Ges_verb_lag_don_pro_Spieldauer;i_id;i_resource_donated;i_resource_level;i_tradegood;i_tradegood_donated;i_tradegood_level;i_wonder_belief;i_wonder_donated;i_wonder_level;i_Anz_Inseln_per_DB;i_Anz_Staedte_pro_Insel;i_Avg_Resource_lev_per_DB;i_Avg_Tradegood_lev_per_DB;i_Avg_Wonder_lev_per_DB;i_cost_Nextlev_Resource;i_cost_Nextlev_Tradegood;i_cost_Nextlev_Wonder;i_Don_Saegewerk_noetig_Durchschnitt;i_Don_Wonder_noetig_Durchschnitt;i_DonH_Luxusminen_noetig_Durchschnitt;i_Sub_Noetig_nextlev_Resource;i_Sub_Noetig_nextlev_Tradegood;i_Sub_Noetig_nextlev_Wonder
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00b2371e226a0c9ce4a8080bc0cbc92b6e620f0a;0.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00c6339ad553efb7c253f0fd78a0cd2c49ee29ea;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00d7239edbad61adac7978a2b4a7b7a19ebcab59;0.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00ea6117bea51493796994d6843001e6a47f722b;0.0;8.0;2.0;0.0;8.0;0.0;1010.0;1.0;936.0;0.0;0.0;0.0;0.0;10452.0;26849.0;8800.0;10452.0;7790.0;26849.0;10452.0;26849.0;7790.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00ef7e7578dd48c3ab47664e3ba7731072eb6676;0.0;1.0;4.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;00f35a1ff72a2af7899bcfb95630f88ab37b74c6;0.0;1.0;4.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0127fd02e9cd7fac277720e3131b722ded1bdd4c;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;012ccd1d9f1cd44e9905f3f3fc307c2b053255de;0.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01439dd6de280bb23f2b0d776942c0a79a142d78;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
;;;;;;;;;;;;;;;;;;;;;;;;65.01824817518248;;;;54.465328467153284;;;14.536496350364963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0146c86a3c15338c11c860ac8f40928b053e3870;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;936.0;0.0;0.0;0.0;0.0;394.0;1303.0;8800.0;394.0;8800.0;1303.0;394.0;1303.0;8800.0
