groupid;id;Anzahl_Vorhanden
;16e116d5a88ddad3e22dfd9fbc927d896e22eae5;1.0
;16e3a8b90beb8591e2987fad52876ae70b2f509a;6.0
;16ec394e3965a3cbc6c45c3bca760f5914bf5d02;1.0
;16f177caa1aea67c92eb8ff3b7f41d10dfcef9c1;11.0
;16f1a8799c75a880f4f4c88c81adff3ea2493a3d;2.0
;16f1c20cad15d22fb592abbb1db1d1024420142c;1.0
;16f4cb5f773fd47c1bf572992a724579f727aa46;1.0
;16f82eeae467ca8ff095d35110d7c622ba7d3422;14.0
;16f852f1f3c9af1e4d1925fe1a1213958c7a4071;1.0
;16fbcb2d5a290e5b3e137b80de1bf3eee8533834;2.0
;16fbdbac3318c2dd93a2c484103ab993e39f0489;13.0
;16fd8e90a933ee3617a255f7c073c73f533aef9b;3.0
;170a8c18c588410b261558bdb95c1e23823c052c;3.0
;170fc0ccb6200f84db39d6b2ee9fe1afeba3ee10;1.0
;171080655b85b5ee871c3af298d5991f45da5871;23.0
;17149678013606a6451419739261c3978f4d8aab;1.0
;1714bcd3f69c12ab1acca925f716f45d791bc88c;1.0
;171670b09fab446f8baa65ae5401417225c88b1a;11.0
;1718214276483f06056119df8d88af9d8b0b4a0d;13.0
;171a26ab377da8b45d8764142beb0cf372701f22;1.0
;171f09254c1dd6a1aade4f14661669a261b22b4b;1.0
;171f1d1930ac1776c9d945cb6460e09a23fa584e;9.0
;17206c79bb7fc4f3bd20f55c8ae0c2318afc8728;1.0
;1724285c91d76852ea95161760342c574c163a24;13.0
;17249e551de10342930a1b3f822a00eab51d264b;2.0
;172d6ee7e234a497b67996171908d66d7bad56ae;3.0
;172e482ad06db7f35b4a503410e87537583d582d;4.0
;172fbd42e116569ef177c66d1496be3810dc4d01;8.0
;1730b6485a86f4c92d40819d39380c5c71a6cb07;1.0
;17324096b932458f093f81f9a2b882778c60a9b9;2.0
;1733d59998c635f748e3905df38aea918c6a98c3;1.0
;1734f189ecefcc853a97c690d758dcba07d60249;1.0
;17355ec1da65bd3f71eb87d13b9444f068a22c42;1.0
;1742b3ee5eb6540313fa2e7246b7c5cf022951df;1.0
;17456b5fe34561a097e948904d6416804374d0dd;1.0
;174d184fed4f75120b139c2a67d0293e0cf6539f;1.0
;175ca4578d7fa1380ff1fd87cfb94524936a1228;4.0
;175f3d5e34b05275ab4b8c03aeb59d5b8cad6552;9.0
;17607553e02806cb2531c91769728eab8ab4c18c;1.0
;1762c8c7597ea5117c5b6d9333213a29d6989979;5.0
;1765079b98cedf94eee389fa33a2b49423a3d617;1.0
;176b607fe45717cf8100d89fc7bdc7abe0bb647e;1.0
;17721ab8b82ce1a196402936f2045ad0626065e6;3.0
;1774c5b4a76ff497e7c2aad837ff7be194ba7721;1.0
;1775340ace4ce94eb14f430b7ad8d0c149ab8bd8;1.0
;17761f000157574fb4242c33f2ea5c172997b332;1.0
;177a9ccb63eef218080b19b180e413fee10f54e1;3.0
;177d02bc75a5c7df020d5ba6027790751fcb333f;1.0
;177eadfef97ee730422ee37c6aa1f2e8e473c1e5;3.0
;17816c63f4567a6af52760d79fe2bbe4540e8c33;2.0
;17840877b0ff20ac5f82e142f804737c58354d08;1.0
;17855a808c97985422ff34b45d998839f15d88b5;4.0
;178757cef780aaf04b7d37b9577bb621faceacc1;24.0
;1789a1ebc705e23f88d8637836708f146d77ca5a;3.0
;178a748340a61b79d829832ddec6e4452ebfbe62;1.0
;178bc1cb1051c4f6cc4ddc5a4d54fd58fdd13d58;1.0
;178c01527ba59ebdbf6f40667d17083037fcd5ad;1.0
;178cbc28019512b1c28042074e4bddbe2cccd747;1.0
;178e3a43d1e18e73b058dbcad002c7f272cf8d39;17.0
;178f8c6da09fce7850582147d26f88caf94d5251;1.0
;178f9413bc2be96caf51e29bf1b37b2c9ddb6e96;1.0
;17906850a7c266f0a392411d35a8bbd2acaee0fb;1.0
;1798850faeae2d0d08328ba25a1baecfad7876f6;1.0
;179aa17959c27fe813f92543f71309a2bfb421c4;1.0
;179aa43723b920b010dc8de11dad61b1ce5acbfc;3.0
;179bda2dfc7cd5ed87d21969f8c79edf070fc523;1.0
;17a07f43cc457c1b3f1fa461ad861f4b4d1259a2;11.0
;17a2dc7505013fa7f43b3af6342050b11fad8de1;35.0
;17ad25a3b98f89f5f5ca549212b0a9877a27d71c;9.0
;17ad28700bed6a6d7fc62296766434b9f0382aa8;1.0
;17ad2d3efa38b9756dbe62dbf3322f05184d5507;33.0
;17b01703bdd8d03610ca9137d2c82140f7225882;1.0
;17b5391ab7a1fecac0681f2754f740288d9f5739;2.0
;17b7f967f46c5556649f72c6f08721b1a1269aec;1.0
;17bb8beaf1fc0c4028dc07d51b17a1d4d6b266d3;1.0
;17c00eb54f0220d00a78a70792d7717f81b8ae5d;2.0
;17c01523d6c3f182c7b065ec8a8ee3ace81fcad4;2.0
;17c17f7f71e0d0b12643b36959fe5ba1ddae1b6e;9.0
;17c3ad75b0094e0320739fb76fb0692b4b6cd90f;4.0
;17cbbc7f0423c61201cde325d64d43a486d1ae38;1.0
;17ce1883550d117d6fab602a5cbbcdf41ddf8fcb;9.0
;17ce340609f301f7f2cc90e5df703e79dc0d4393;4.0
;17d1020169c59ada1e8feb87958e0b5b9b233865;3.0
;17d346514e82408e17b03643f0d91cc36ae71f14;11.0
;17d9fde31c20488098542ca281df10fb5fbff00a;1.0
;17dd816b3b97b382f7f8fea2cc3079abc11c2646;5.0
;17df0c601f97d73172e296a812c95395bb149103;1.0
;17e35ee59ef661a7b657ec33c4de74e5cfe6639c;17.0
;17e3c7edb4c5f4daf41e7bb807ee604a83d1f17a;1.0
;17e6fcf5a4691840f2ab835ecf3257cf66191c26;18.0
;17e7d6b85da7f7b2e989dc1bef97391d1f9e3c94;1.0
;17eb2043f460457efa5754c3cdcb0cd8be9bafe3;1.0
;17f430fee2b0ee436afbd18239bfa8c2e6cdbbd0;6.0
;17f5f63e3576a2f08980b017a24a42a2cb598357;1.0
;17fd61f4b8d704f2fd998c9d2623a90338e768db;23.0
;180221c8fb158ff63f2f89ab77249b75ff982447;10.0
;180285f0c314c07d03936f1fcf8107e609108f7c;1.0
;18071938bebe057a7d2ee28a0e8fa13ac1bec085;1.0
;1809bbd3bcfacd34ba22a7e7087813a66a7e7251;1.0
;1809db11d986e2a3814703f3d44ddf981bb1827d;1.0
;180c3abd10bc985a275303d73ef4cafa2f48404a;1.0
;180c8482feed83679bc93c5f6791414696146002;3.0
;180e91db8335f9387365df8867852ef86b95841a;3.0
;180eb8a18914479388983ce92e702e18e111602a;3.0
;181327fe2fada9510eb95928855ec580a3e76ab1;1.0
;1813fe92a0521245c2a160939fd71e1005864a53;1.0
;1814c0c80f5eed8891bac6554ce1b2a87f544980;5.0
;181b95da15faf1d0614122815f5ef9a82a5ceb25;2.0
;18222316ace96b636e06d579e951093b6611e3fe;1.0
;1826b4e589699208447dd921b865898bab9e0ad1;1.0
;182b541fa70457500692b192e2f65c72b3f8e208;1.0
;182c72580d5e9d0c74c2279174723c778286e5b1;1.0
;182cb758d8530132798dfc346919dca84578a4b8;1.0
;1830167f5aa1c156c0f4fe51e880449a48adcda3;35.0
;1836d382f60f628809a31b4f5627a32590d671a6;11.0
;1837c710d276336b1f2ae4ec065f402b52d44d35;11.0
;183bc89aba5a9c5bb59e06795ea1bbadd82d5d2b;1.0
;183cef5d23190dd80159082b15404aee5ee53d3c;1.0
;1841b977e3d7960109783051b93a315c1410fd88;1.0
;1849026e82dfac8d0b340860b4f23a5b8f6b8696;17.0
;1853c3124105f62bf6a2a1920360b39f11afc8c9;2.0
;185604e85fc92fa1c551993a0cb96fd5704637f9;1.0
;1857b4bde3d7cc1c6b6d1a4899efa367bf466249;12.0
;18591e2b8a585742df81ce89106fd2db671c41b1;1.0
;185abb70de67b97edffe34a1f45e3a166f418d08;36.0
;185caf6b042cb50148870b5c79ca1cb8d4447e62;13.0
;185cb14717efabc7b8d7f6ed5b2e7ea9dd3930b7;10.0
;1864e840f2285a43b047f343883146cccbc3a6c8;1.0
;1865aec3775f6cd7a93348b4ef8e47e61c882623;9.0
;186bfd21a28b8ce27860cb6331395dca0d3c9c7a;6.0
;186c7fe833a900cbe8849658f0167101772578a6;1.0
;186e4728bc117de82af42a5126b13e549b503089;1.0
;186e86db90efac62d948f938f9a768aae0439fc9;10.0
;186f2d5b6c0f860a7fcb2c674047847a68e29c00;8.0
;1873335470fae3489bb49617fe85d5633479f469;1.0
;18751afe910464c696bf7e8c42548c9a39b6cba0;1.0
;187c38156e6531c3c9d82166753ed8f53bd7ebf4;1.0
;187e291ed68fb4762fce574a74055bf7eb886ebf;7.0
;187e9074d12f6988ce14fdcc809689ba47403a79;1.0
;18809819b6a41701577186c5a8468be1d18e7845;16.0
;18817d4c028d88b2e99bf3615e06f0786a275324;15.0
;1886288d0a79966d56ee056f5b6608140fb2909d;1.0
;18877bf81f01bc1547332dfb2639a517c509dca2;1.0
;189aba2755e0603e2705d32dbb7deb038257cb37;1.0
;18a119c9c73ec09a8f38368b452fad4ab0cfaa72;20.0
;18a2466c3095484f200d4505e1f2143c57574c6f;2.0
;18a3c37f9d30a8beeac8348dfdf605923745fa4d;1.0
;18a63f0242f1be07f12e50ef3f7267f2e0b861f3;2.0
;18a8a8c682fdfcecd26a3ebea38fc85b771329b5;24.0
;18ac0e0d650ff63ed9348d4e712734036b732207;1.0
;18ad434ed81460ee4e9ebc28a0eb97d188ce0143;1.0
;18ad69a17fffb4547eaf899ff4eb84e176422d9d;14.0
;18ae335d37995f296e159be2792047bfc324f6c6;2.0
;18ae3e54a3ca3d6e9b8e5025fcde6a9f3382edcf;16.0
;18b1a4b338a5f44f45ab20e30532f9433c72a00f;1.0
;18b498e8f7912c35d1b9a2c69b57676e55158c10;1.0
;18b4be878bc13d243200ec4fffb22a6aa24e91dd;1.0
;18bacd666fe38cb8fb84115379004760e99f8a82;11.0
;18bb6257fa04b0d70ff5f0a1a1a1fb7864b918f4;6.0
;18bc2ba229fe1af4af6bbde20925962ee1db7d27;19.0
;18bcac9a073c6bf99f10ff256be7f7e3fa86fd6c;2.0
;18bce0a944cfd0a5f7be3eb4bf37362a0d86c70b;1.0
;18bfcb01384e49a3f453b3a656380ffaa84f16e1;1.0
;18c317b7b368082ff2af13211e456fde4e5f8538;1.0
;18c59993f8534aac97d6421fac3f74be3dc9a5c0;22.0
;18c6bdb1e9bb5cefb9a87c955a7353f91c3e3543;1.0
;18cc5dc6db8694fe3daf36ab7be6f9a6c333e857;3.0
;18d48f6c90a8a181d0601162cc75a8d85e40c3ee;1.0
;18d55e4ccffc19bc2fd9b36797426d524fa85d97;3.0
;18d8627e1cde0a6f35786cda2b70d670fe65423b;4.0
;18d98fe6a39fcf0b8d83dee94d6a6374b902c815;15.0
;18db803e4b81cddb519d3b2152daa9598e5afe9d;1.0
;18de0262132a171a5939ee9491000fcaa1653056;1.0
;18e3128b4746b91b928218b842dd3d58092bf6f3;7.0
;18eed162ba5ffe00dd2c17d64955e9e8995495f8;1.0
;18eef35428c7a5ca01cab45de532cee85d5aa502;1.0
;18f07e2ec189c6db9983068155232938933da268;1.0
;18f56ca81190073d6ab11e11e614dafb32ea66b2;1.0
;18f70dbbdb3bdf6b4def7510b91ebe65b2e1bb1a;10.0
;18f7a05957ac5c36ff09b835909443c774447f6d;1.0
;18f80d8c134f991a42e12b3a55ea2e9e52a3fb75;1.0
;18fd1e3fca183bac7be242061fbe484df258986b;1.0
;18ff935e3902b2099defeb88091b6e307b186dac;27.0
;19011fd1dd2e2b4146352d69697b5bdbec48b1cf;9.0
;1901ef7e08493e4e09bb3c8d048e408429816c7a;3.0
;190814749077136b670eecf3b6367c954dd4c8a6;1.0
;1908857809f9455d2b1862e701534e854b5d27ce;3.0
;1908892c57deff8714023029d494b88a2959d0af;30.0
;190e33b69bb5321040d525afeeb465415786fd86;2.0
;190ee523e226d557f8e9c52f81c4eda753e80b6b;12.0
;190f847fd79be126c68d3088d52218b1ed4f0797;10.0
;190f8d6b1da53f8ef6f253fabbc1f5165083501a;1.0
;190f97c60d57b582f4cc1fabd07447dfa04aedaa;2.0
;191ab929514f48fb0653700123e2cf58d4604a59;1.0
;19234fae82932b34d81c8ff2cc0b5b7978ee8817;1.0
;19287ade2f2be00d8fba2e4d82d422f9e0cec6f2;1.0
;192883d8a9f614c8f4e67f97e0eacdc657149fcc;3.0
;192923e0e46623eeb4ead1abec465b34d2be70b2;11.0
;192c68379d0d15c8031436f669e848d9454850d0;8.0
;192d061bdf444f21d179e6bfe229df37ce8f3ba6;1.0
;1936f299ddcbd93554de9f4018ac855d18df38ef;1.0
;193a69a582bb559b63dafe95db837f65a636a68e;1.0
;194063746a97c45b1934ce4ce412887b4bb7ffeb;1.0
;19466b2ddf7d46ccbcd24d33e7126c608eb657c1;1.0
;1947da8b03e2df7539e14e1d52b8fcb66695dfea;1.0
;194fa7bc7c62885b065ec63725e50d7cd1875705;3.0
;1952cdca7c5935ab9393a6c94d36b0057b7e90be;1.0
;19537949a9767e822825bdad1c98dd1c50a3556d;1.0
;195419764f12a530285b533784d59224eb43a045;2.0
;195689a829c6028a8a7ba99deebefcfa8c918e38;6.0
;195878b8cc08a2bdf30e2619155e4e58ad4354dd;6.0
;195a0ca1602fd523fddc22201b91a9d643ee949d;6.0
;195a65725e964ca34f8516e6748595220e2306ed;8.0
;195d919bc5eb225173aa7c50d582429b4e05a9f1;13.0
;1964cd06f5061417eaa347e0148c69e1cdc5bcfe;8.0
;196546bc3db9b7527b80f5f3b4f10da247a8d8e6;2.0
;1969352aa531f835d1282dfa0f335053498b6aaa;8.0
;196a8963dc65453345cca782b071e464c9f074e4;1.0
;196ad46ae7bcc99bb4da6f2b5bb21f31fc6beccf;1.0
;196b94ec2291400f121cb9264d5079c00f4c5551;1.0
;196d1f03a6644288e1f980693d9fbaab9041918f;3.0
;196d6ab34e9a2dae9e2acd3f3a9397a26a8b1902;1.0
;196f383635f97972a5ec487ca85c6d971c496879;17.0
;1970311821fc063c37ee540740818bf9b401e154;1.0
;1971f11d8e83ad35c15eb0a0c84f1d03c728efe2;1.0
;197424728d7b8b9a2754b4bdf107d14d90fc6390;8.0
;197e3862fe0c83b2ac0fc0bffc1f0974746dc17a;1.0
;197f9a48e7cad5d7bf6919c30dd7f11e1b0ca27b;1.0
;197fda61cfb6fa8340c9c5d5794f3b0300ab227b;1.0
;19836fefece61fe56a798177c5be8e6f5a6adc59;1.0
;19858e03441e9541082c93f3d7ddb2bef15ee4e8;6.0
;198ad0bfa7b4520cbbe0f9c11eff60ded33a2354;13.0
;198ca54a5d991470a7c5593dae54ad2d907ecbad;3.0
;198d31ac5068318756e7bc437853862eaa4bd1a2;1.0
;198dfc00e640cb3fb3c1f8748d2879e3255f12e1;2.0
;198ff20e1262ee1d8ca47368d111d7048f6d43ab;1.0
;19926c64b25e59c9a082548233aa7923cab972a7;1.0
;1994f6e4b2c97e3350b97987ae69a6543dbe7b8c;1.0
;19951bdc357d240312aca12e814b1d25d85245a4;6.0
;1995397256cb8fed89a6cd2e164348b5ce306f7d;1.0
;1996e5913ac18845cc38fe00cfe183f3b0cc6f6d;1.0
;199cf06e254320525c0a298b489b951b9082673c;3.0
;199fb7fcc7b790c2cfdfe484f1d4e2e4299d4991;11.0
;19a0a6395c758f8ba5620dec1f986401181ad05b;2.0
;19a46e46860173d79e98ce53620ad73022ddf52d;1.0
;19a55415cfcbf5476f26983a8ef4df58ee1575e5;4.0
;19aad6a8a1726a493073b17024e855503a4c673c;16.0
;19acc5ddcf1a6b6a2cb1cfab72d570679c28606e;4.0
;19afcd105718d4c526a536cbf604f9c1b7f5f7af;9.0
;19b28fb079680bf07b348e3c438e1de8b77519eb;1.0
;19b32481e7a16b4c0aacfe3283385fdae0060f03;2.0
;19b40c2306774f4659d8dffbdc529d9d56100170;1.0
;19b6a0c8820dcb6e903c67efe0d91fddcec99212;1.0
;19b805bbe039d62bdd15dacf71e7c92d38514a6b;1.0
;19b89cd112c0cdc3a43d90050c287aec45c043dc;18.0
;19bf9960eeb082920b2258493395cbc2c2042ce3;7.0
;19c1f1e3428a53b3e497eead747d038e4a8e10bb;7.0
;19c6fd17ed956c544ce4de1bbaea4f9f03f023cf;8.0
;19d04ddf3482460a7d5aea45a20f6e1f3e71fc94;1.0
;19d1df8a680a9c4b20a250ba184625ecb6f66556;1.0
;19d28cdb473cc4d6d0114beac84088b9faab0a94;1.0
;19d45b0ecc00fc2f74ad0b22b37765b06a2c39aa;1.0
;19d6b7fd1700281fa66eda18f3fc138838b31065;3.0
;19dc0b7f3cfe5fe57a24d8a53fd77a7ed865bd32;2.0
;19e5d1832134a9ca74cb24e424f64f0fd7e64aca;1.0
;19edf5d88f1258a001fb0b74001c36b8542d66f6;1.0
;19f13b9cd56f32e327f822d44629a5211954a58c;3.0
;19fa04f866b6b825fc8ca2b21bd685c2b45ff38d;1.0
;19fc88ad424c1ff7f7cf91e5382f191ccd35ac03;2.0
;19fd652435fcd3f7633edfe993ab202802393f04;1.0
;19fd7e8e6477baced4afb9507a8ae6933587d598;1.0
;1a000a7b142e23ac334a1a0c45b8690cba8e926b;9.0
;1a019856284e7cd6120db4d5d3fcc6094da81c6e;1.0
;1a0b6bc4704c631aed1f8ab711ab92af499648fb;1.0
;1a0b7fa5288839760cc1c5e6c6c656af86e829e0;1.0
;1a0e4a946728866181851c8524d2080f09ee854d;1.0
;1a18b4dde5b3d856baa08f911304f12aca63d750;1.0
;1a194f8e18f6a995f00d0f140a8459d3f8ca9119;1.0
;1a1a177471376882673d47f5732ddd3283abcd7c;1.0
;1a1e39c557d7ca8388b7ed7a85a3a246c8abb8dd;3.0
;1a26faf3488c6c16fb61a8d44adf68f164f026a0;2.0
;1a28bdb8643dea58d6edee1eb32cec41d82a359d;1.0
;1a2c37c80ad8553013f168e6f140bcf8c3b6b874;1.0
;1a2d99d3a0c652570e96c80e79b29f3bc5a1e614;1.0
;1a32239b98d5280fdd3203aeb452149e4ff40a79;1.0
;1a3790fb6e7a0730a19d81980f78ea9e26720248;1.0
;1a38d2d68439b754362949d612780041c40e2f33;1.0
;1a3a8df264242f61bffad475589162397114cf2c;1.0
;1a3c71aa40abfad22b603e27401b1ca5b93a32ac;14.0
;1a3d20eb4714a448131e34e22c88bd901d2d5f77;2.0
;1a3d75fb839fade5131acf0f19b9ecdfd1b19190;7.0
;1a457e229d68ffb99c99be79a804007171df4542;11.0
;1a48c69c7dc3ed0df0a03e6f91fea8ef5b5a5f47;16.0
;1a4d75141525b5349eb87fa6a7004ae2d4d4eb59;1.0
;1a5223d42470c7c55708cf684a7acd31e5aa06f5;16.0
;1a5a7feb500d2044000bfef6565c7a9ab584ff7f;1.0
;1a5e4fc5dfe63e4309b8cbfae20752c8b2a51040;3.0
;1a6af486fd76b7427f2d094c2e9ce7cbcd3ac693;1.0
;1a6ca4e9bf4ce98e5f6889526355773106c72524;6.0
;1a6cd5a13c767e17ec504447634bb592733ec931;6.0
;1a6d366b4cb175bc3a804980c4cc82b96fae0d77;3.0
;1a6d6883123dda493d8e47beea7bed09518714b3;1.0
;1a6d8a9eb18722d3e5e1bd6840d04faf4806c573;24.0
;1a6f1b8fd0792ca148f7c92e576fc4bd37ea0b25;3.0
;1a722a5bfb65af03a3252c664740c82cc9a8ef2b;10.0
;1a7663a098bcbc82a9c69ec2e8d335e88829975c;3.0
;1a7a19c51f4c88b662904a6db0f72fab3e45fa69;6.0
;1a7b7587bbdbb9d754b59e58d77c77b3dc85e68b;2.0
;1a7cfc7f471a32a0f0e4f75c345d352999599e79;7.0
;1a81efbd971e9107c04f8733d4f88ce2d4849b03;1.0
;1a837b8ab643d90d46d629a095bed8ded2888c74;2.0
;1a8699b7cc3a9a7c5039ea834ae8375f6438185d;18.0
;1a87bce7b05305055a9e3de1f72ad25b2eb71dfe;4.0
;1a8aa9515e622e59c7050547944a17ac2c0dc93f;1.0
;1a929109a3a27cc77c2af74d691336aef2a0c2a6;1.0
;1a9340806cee35da3b66b5728fda19cc8ca3c53f;1.0
;1a9a9f6678bf186019bb0b6e60b9e6f6fa267d41;1.0
;1aa11a9d10fc9041e848c3eaae3110021b77f6e8;1.0
;1aa3ea004fdb917570d8c3cddcb25f7af919888e;7.0
;1aa504215e72508a239b74e28afdf7a525b37308;3.0
;1aada6ec1bb4d981aa76639662aea85be3df3fb9;1.0
;1ab198dfd464bccd68d6294d15e5c1a39f06663e;1.0
;1ab2623c33b7f431c6e934fd233235aaea02635c;25.0
;1ab2892e759e9f141866139ccaf33e4933e08cb3;1.0
;1ab5544a08903951a329ddef88fc211c572461df;1.0
;1ab66d88ac6337d1f7ed99a79d56342151192dff;1.0
;1abac28675b1ce402fecfc0bac78350d3b1fcd8c;1.0
;1ac2021215c746446b88c646c5be7f825fd2d08a;2.0
;1ac44d90a88bfe6285961c701b151371f58bde95;13.0
;1ac99d9938f79c448f9cd99dbeb822e4ed702699;1.0
;1acf82e1a9a47574cf53d26c1d41a37928e5b8cf;1.0
;1ad2161302762c9da92b6ca49bbaae069e0be9e2;12.0
;1ad256393601da42146ebb04cf9992de62a7db95;2.0
;1ad2f850da320caaed8ec97891ccebfdfbc0516c;1.0
;1ad463a2806b4b5aedeb428e19de15590d289a6b;1.0
;1ad738c77e4045f8026d292d75652ea9478fce6d;11.0
;1ad7833dc074df0ed94b80585cdf5d224b55bee7;1.0
;1ad82f1edad980c26a2b56cdc2a589e858f02608;3.0
;1ad85c3d1780e739ced83895b105988f469e328f;1.0
;1adbf6f1d5f5932e42e867bd58c1fcd6f4e71178;1.0
;1adf184dfcf61fbc8da2ad42c4c8b3d6ff312956;2.0
;1ae3d57c781e6ae84c8e472169d028f6aaec0c71;1.0
;1ae77275d680a22c13045b4cbe92a11a16ee160a;16.0
;1ae8dda69a4396d555a410314ac06fa58c4bcdf0;1.0
;1aeb1bbe2b9029d673966f75913329d122b14226;6.0
;1aeb343a07868678dd5692b22389435a2a53bd69;1.0
;1af22758d685b64e7fe68d7883e95a922925e8b2;34.0
;1af7fbf99d9b64cb268b3fab27cc8b9d4340976d;5.0
;1af8c47564a04bdfd50115b1d60db28a5726ac27;1.0
;1b0460d104f47636e573e00b64bbb1f5975ac792;1.0
;1b04db0e969ebad4e921d57dd116679cdea8e492;4.0
;1b07f57f953cc729020a92a586eb0198cf553e72;2.0
;1b10138121aba1219ffda8b49d6dbc5d84c411ef;3.0
;1b126e5df316fb8afb6f8fe439eb30eb161b941b;1.0
;1b136cfc5a5c66c12373e401369d8dda90c8a3ca;20.0
;1b139f723966464ed961d73696f64e4be6ecff9f;1.0
;1b145f87629adb963efbf1d8cbdcff9fc2dc6c46;1.0
;1b175ada283423b7bae1a5ec82ef25c27395738d;2.0
;1b1b4a2c42854f22536661ce7397b27e803b836f;35.0
;1b1c7b30ef5140e761a287dd334ac52efc8bacd5;1.0
;1b1dfff3004f8c52af54c662f53c3f1ed15469a2;1.0
;1b1e2a2c2c5e9e6d5fd9c6fb9603d372e98b18bc;2.0
;1b218d3459fc855fa84d6ae04726a770a42ee109;1.0
;1b225772bd178992278cda8a4f1bcc64fda0d950;26.0
;1b24f6b96c5d089cebd0d38725bbd55b5428c7cf;1.0
;1b25e47d8bc4101355032dc9056c106e461a3d3b;2.0
;1b2adc7eb569bf5805c8a1fa589fa611c053b011;5.0
;1b3644ef5079748ce44a95f2d0599c176163ddc9;1.0
;1b3b24e0f27d625779254e62e5724c59bec5e9e8;12.0
;1b3e57387623b06c364a1526c749fe3cf91e9d15;1.0
;1b3f1a354605ffd36f0122b93b7c081fde9322a6;6.0
;1b4086adba4c43bdc8dc44035083bfa0eccff072;1.0
;1b40e64408699390f2f1a8afe7f4a0c04f2391e0;14.0
;1b426bf8dfd317c7ff96bb6b8637e47f2dbd09a7;12.0
;1b435ae0b084fe509a915cfe105ef64495b4467a;6.0
;1b44d26e3ce0fc16c76cb0918dc33bdcda76e67d;1.0
;1b4ddd8b9688e69cfdf98bd1e3ab0242b7be0e0b;1.0
;1b4f92081b2e2f58b298e449291585a88ffd1a76;1.0
;1b53074e0467b1acd1dcf9014caded682cbbf08b;4.0
;1b566bfa1bcd1f7e653b2f8fd31baf31e7042062;2.0
;1b5d1bdd0a3f6fe07c6e2cff2a6bca3249ec99d7;1.0
;1b5fdaf3a28f836438dea6971c9f9a548cfc7daa;1.0
;1b6309847f0fb88bdbac0c09695925976dcd58c1;3.0
;1b667c9f9b4c6d8e10a10ba35bc57cbfbcc3815b;3.0
;1b67bd708f1c773bf92c7957841fff6383da6ae5;1.0
;1b68bbb0b18f1aaa07b2499c1f3dfa6e2fbbe84a;3.0
;1b6b2e6fa0568ea2fddd7e9158055d7b90c09b99;1.0
;1b6e286dc15606d9f4cb8135fcdb927f4a1a19cd;1.0
;1b745456df52c1b5e07bf06e88f87e72fddf7480;4.0
;1b754098ea2b73dea571afe4652a4538bf9af8aa;1.0
;1b77f6ff71129e7e04f1d459226caae974a22595;1.0
;1b7efd4198c95573166e4c77253e08a41a14fb4f;1.0
;1b80c389c872221c63f7f200c28a769fe74bd8c9;18.0
;1b81af1ab630fc8d5ad98cd368692438c6c2116b;2.0
;1b87e47d26549023409d003dd998100814c76c5f;2.0
;1b8a7bd2bf3133269637766324cbcf2a769d7a39;1.0
;1b8ae67e26749030cefbbcbac8a4f5c13e247e8c;1.0
;1b8c0a37517b096ba27d4a02123b7f7c091fb2a2;1.0
;1b9131e6aa9c7ec86d8b936c65902bce2d619c0e;23.0
;1b94f1a68a357c1e2fda347a9192553acba46b59;1.0
;1b9648bf34e0aab37f69dbc15192225236ccecfc;14.0
;1b9ccb2c9cea0652aaff2e3a35b2fd7e22b5e287;12.0
;1b9fd10675b2998931e96f18ec609757ca1743d0;9.0
;1b9fd4bfd1bdeb3b17203381a2b14d50a2cbdf0e;1.0
;1ba13f35f514006d21dc3e203040fac67af32914;9.0
;1ba27efb133ce3badd7a5b2bdc37ff2a2b9237b2;3.0
;1ba4bd04174cb25e406a7ccc546aad603b5c88bf;1.0
;1babbde3c6046775d962836d66b5f39547ea83ca;1.0
;1bae56518c263bcb87bee47b7138b723c6e7ea13;9.0
;1bae8fc2aa05725ae2b27b4263b1062589e3d33e;1.0
;1bb12dec5c4e46eb991fcd37d0583a4385f50113;1.0
;1bb5524b5561d37151542a21e95252eea3372fad;32.0
;1bb72220c99efc11285cd9a68b5ee86cad0bbf77;1.0
;1bbf0a4b2ebf03b81a213fc406e850ecd92f8966;1.0
;1bc235fa662f3a07cceb09a4c491a497b18698de;1.0
;1bc3519e2ebb13ab3012683a971df95e628c722f;1.0
;1bc3fe96bd209a908a30a42e9914d6dd2c27dc3d;1.0
;1bc636f220abebfc583eccf78c5ed3bb2384f237;1.0
;1bc7dc2b71e5baf91414aba3ce0f1d8c6eb5e842;2.0
;1bc87edecfd920c133a7ad27cf1567862a005b8a;2.0
;1bcf9c4a49f36fbeb820fa48a5138aa4c6399d40;1.0
;1bd76840beac8dfadc4d345f1bffa2e684205cfc;1.0
;1be3dc7d9cb67af0e884c7a33e52a3c2f6e56344;1.0
;1be4e673e2d11333d625f9f1a72cb15ddc4eb0ee;1.0
;1be97ca4238cc9725642cf4be56df9a4b8e89fe5;13.0
;1bef2ec3b72d4fd08d93134d420849bb6fde20c8;1.0
;1befebc79eb04c2918d47e7f42fbc1a35982246a;9.0
;1bf14cc7e76c6caa339d68bd3cade329261221df;2.0
;1bf19031d10ab1001b7466375e8f06c0077868f7;1.0
;1bf2e362cf5089d790e6f577da934ce0bdbcd29d;1.0
;1bf71222ac15d6624c59194ddbf212d1f4a1164c;22.0
;1bfcff89da1d6b24559b17e32707cc1dc1cbc174;4.0
;1c071f6a53bfa73b6856b31feb0b4af1309fabb0;1.0
